TF	Drug_name	Drug_id	Drug_targets	effect_size_(reg_coeff)	pval	fdr
FOXP3	Camptothecin	1003	TOP1	-0.189954794126385	0.044548521498942	0.192388103560489
ETS1	Ruxolitinib	206	JAK1, JAK2, TYK2	-0.0671548867339008	0.044632140025278	0.192724489678051
EBF1	Temozolomide	1375	DNA akylating agent	0.0649261754480661	0.0446843019712493	0.192924975348607
LEF1	AZD6482 (rescreen)	1066	PI3Kbeta	-0.121986461820578	0.0447223909014166	0.193039895573577
TBP	STF-62247	258	stimulates autophagy	0.0586742694984883	0.0447215949433776	0.193039895573577
HNF1A	YM201636	310	FYV1	0.0898320044717592	0.0447346582824603	0.19304769732417
NFE2	SB-505124	1194	TGFR1 (ALK5)	-0.0604135253482983	0.0447356705223949	0.19304769732417
RELA	NSC-87877	147	PTPN6 (SHP-1), PTPN11 (SHP-2)	0.0813083944425816	0.0447733161798485	0.193185378978564
ARNT	CH5424802	281	ALK	-0.0707726603282443	0.0448062591308685	0.193189768325977
ELF5	JQ12	164	HDAC	-0.128249864756851	0.0448014748932443	0.193189768325977
GATA3	JNK-9L	157	JNK	0.117463216310671	0.044802832058984	0.193189768325977
NFKB1	GSK269962A	127	ROCK1, ROCK2	0.222058912786115	0.0448000431126702	0.193189768325977
TCF3	GDC0941	1058	PI3K (class 1)	0.132127791231075	0.0448087752652674	0.193189768325977
TFAP2C	PF-562271	158	FAK	0.115919777266147	0.0447813811786518	0.193189768325977
BATF	XMD13-2	330	RIPK	0.115053682305175	0.0448273498365064	0.193211041433819
CDC5L	KIN001-055	288	JAK3, MNK1	-0.076946034086975	0.0448249495062437	0.193211041433819
FOS	Bryostatin 1	197	PRKC	-0.0638291849666398	0.0448311302567923	0.193211041433819
PPARG	PF-562271	158	FAK	0.0861000372514038	0.0448366731124091	0.193211041433819
NFKB1	BX-912	222	PDPK1 (PDK1)	0.128509422552146	0.0448734060116128	0.193334437226989
VDR	GSK269962A (rescreen)	1192	ROCK1, ROCK2	0.110091228701339	0.0448767976115655	0.193334437226989
NR3C1	XMD14-99	253	EPHB3, CAMK1	0.086156047301312	0.0448893455731423	0.193363743154243
BACH1	XMD8-92	1164	MAP2K5 (ERK5)	0.100782296808517	0.0449198546851546	0.193377034802052
ERG	UNC1215	1262	LMBL3	0.0346395017110644	0.0449196991510447	0.193377034802052
GATA6	piperlongumine	1243	Increases ROS levels	0.0759779068746393	0.0449183361854649	0.193377034802052
MEF2A	KU-55933	1030	ATM	-0.0684307368891949	0.04490725764709	0.193377034802052
NFKB1	PD-0325901	1060	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.13488333966785	0.0449211605432312	0.193377034802052
SMAD4	PF-562271	158	FAK	0.111174602005951	0.0449645801410905	0.193515449812237
WT1	GSK690693	326	AKT	0.128023152586812	0.0449648140701736	0.193515449812237
MYC	PI-103	302	PI3Ka, PRKDC (DNAPK)	-0.173049321467316	0.044972239812234	0.193522660897678
ELF5	TGX221	94	PI3Kbeta	0.142303015809524	0.0449995960172811	0.193590873573002
RUNX1	Tipifarnib	204	Farnesyl-transferase (FNTA)	0.16255973744146	0.0449977119036042	0.193590873573002
ARNTL	FH535	173	unknown 	0.0869450067887291	0.0450418564053415	0.193698399862225
POU2F1	Elesclomol	1031	HSP70	0.13640671578901	0.0450348440177245	0.193698399862225
STAT6	VX-11e	262	ERK	0.11280872402834	0.04504080822755	0.193698399862225
ERG	AS605240	224	PI3Kgamma	0.111376934769165	0.0450622002835158	0.193736375899556
TCF3	XMD14-99	253	EPHB3, CAMK1	0.0666985046107017	0.0450590608203534	0.193736375899556
SREBF1	SB 216763	1025	GSK3A, GSK3B	-0.068545641936347	0.0450680187150822	0.193736641953773
EZH2	Etoposide	134	TOP2	-0.143602668718366	0.0450811059095005	0.193743406893658
MYCN	Bleomycin	190	DNA damage	-0.19603256414423	0.0450784227704746	0.193743406893658
NFKB1	I-BET	275	BRD2, BRD3, BRD4	0.115543248374074	0.0450896439167311	0.193755358275994
SMAD3	Tamoxifen	1199	ER	0.0614073153430639	0.0451263048966987	0.193888138809957
FOXA2	CCT007093	1067	PPM1D	0.0694968618131212	0.0451463730661194	0.193924848186375
PLAG1	AZD6244	1062	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.122582755877427	0.0451452968330372	0.193924848186375
HNF1A	PIK-93	303	PI4K, PI3K	0.11199879607611	0.0452310104484293	0.194257926263934
RUNX1	Vinblastine	1004	Microtubules	-0.143338618549212	0.0452500665418518	0.194257926263934
RUNX2	AC220	254	FLT3	0.0841767389992061	0.0452527749787326	0.194257926263934
SP1	CHIR-99021	154	GSK3B	-0.0827513610163226	0.0452376160299656	0.194257926263934
YBX1	MLN4924	1529	NEDD8-activating enzyme	-0.129284342676458	0.0452416606276535	0.194257926263934
SREBF1	CX-5461	300	RNA Pol I	-0.125789268255888	0.0452778159829421	0.194340632177773
TP63	ABT-888	1018	PARP1, PARP2	0.0651732324404727	0.0452857947991896	0.194350092319144
USF2	BMS-536924 (rescreen)	1091	IGF1R	-0.0812326507422982	0.0453045985228956	0.194406000674238
GATA3	XL-184	249	VEGFR, MET, RET, KIT, FLT1, FLT3, FLT4, Tie2,AXL	0.135798806777884	0.0453180966642424	0.194439130958067
GATA6	Elesclomol	1031	HSP70	0.14649157721451	0.0453323345811362	0.194456466110525
HSF1	LFM-A13	192	BTK	-0.0519139545893259	0.0453336928570251	0.194456466110525
REL	Ruxolitinib	206	JAK1, JAK2, TYK2	0.062147257329894	0.0453477288959568	0.194491884286151
FOXD1	BMS-509744	63	ITK	-0.166372996102322	0.0453654358282661	0.194501398530709
HSF1	AZD-2281	1495	PARP1, PARP2	-0.0716769439670171	0.0453623969394531	0.194501398530709
SOX2	SB-505124	1194	TGFR1 (ALK5)	-0.0617512388654963	0.0453672850532185	0.194501398530709
BATF	Phenformin	196	AAPK1 (AMPK) agonist	0.172318774473139	0.0453831388337315	0.19451224049101
CEBPB	OSI-906	185	IGF1R	0.120639325085839	0.0453787031425345	0.19451224049101
IRF2	GSK429286A	230	ROCK2	0.0919612359519112	0.0453895026903198	0.19451224049101
PPARG	GDC0941 (rescreen)	1527	PI3K	-0.10240792230056	0.0453929323077223	0.19451224049101
SP1	CGP-082996	54	CDK4	-0.156944066082448	0.0454340678880236	0.194638945362963
VDR	JNK-9L	157	JNK	0.0860001022458933	0.0454288751182423	0.194638945362963
PRDM14	Nilotinib	1013	ABL	0.085266830444203	0.0454589432553109	0.194720724864132
GATA1	YM155	268	BIRC5 (Survivin)	0.191868933138711	0.0454900207120797	0.194804255893249
MITF	AZD7762	1022	CHEK1, CHEK2	0.137481461362746	0.0454890786278707	0.194804255893249
ZNF423	EKB-569	282	EGFR	0.144259827237555	0.0455041071748863	0.194839787146412
ATF3	GDC0941 (rescreen)	1527	PI3K	-0.102007316390401	0.0455116416872647	0.194847258743785
E2F6	BMS-509744	63	ITK	-0.142020213734321	0.0455415405119477	0.194950463740727
HIF1A	EHT 1864	1069	Rac GTPases	0.0675074595917035	0.04559335230341	0.195147433774801
ATF3	PD-173074	1049	FGFR1, FGFR3	0.088681066159606	0.0456174657895145	0.195176177364113
ELK4	OSI-930	298	KIT, VEGFR, PDGFR	-0.0651329632604889	0.0456172123127691	0.195176177364113
SRF	Midostaurin	153	KIT	-0.105596289744323	0.0456105256076494	0.195176177364113
MITF	CEP-701	1024	FLT3, JAK2, NTRK1, RET	0.139876918490695	0.0456275742737546	0.195194611946512
PPARD	Lenalidomide	1020	TNFA	0.0572739498931422	0.0456430298756409	0.195235913887226
CDC5L	Trametinib	1372	MAP2K1 (MEK1), MAP2K2 (MEK2)	0.157441572084797	0.0456572783616215	0.195272042605207
SP1	BX-912	222	PDPK1 (PDK1)	0.129613033149616	0.0456726033946671	0.195312765851019
SP3	Imatinib	34	ABL, KIT, PDGFR	0.10564006053934	0.0456786099373666	0.195313634537171
NRF1	A-770041	55	SRC family	-0.206700473299434	0.0456943676266349	0.195331378442068
ZNF423	Elesclomol	1031	HSP70	-0.166040850604828	0.0456899620228419	0.195331378442068
NRF1	SL 0101-1	1039	RSK, AURKB, PIM3	-0.0577876362494569	0.0457374551919289	0.195490735900986
SPI1	BIRB 0796	1042	p38, JNK2	0.125592245193578	0.0457537026844106	0.195535347789694
RUNX2	NVP-BHG712	295	EPHB4	0.121533491271639	0.0457882721933939	0.195644128425476
SMAD3	CI-1040	1015	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.119132739735382	0.0457907829329216	0.195644128425476
ATF4	TL-1-85	261	MAP3K7 (TAK1)	0.0938188520249914	0.0458450126747635	0.195751573403853
EBF1	XL-880	308	MET	0.114698726170706	0.0458379665359791	0.195751573403853
ELF5	DMOG	165	Prolyl-4-Hydroxylase	-0.102642658807537	0.0458422886831063	0.195751573403853
GATA4	Vinblastine	1004	Microtubules	0.108542271571496	0.0458356517836376	0.195751573403853
HSF1	OSI-027	299	MTORC1/2	-0.145868093635654	0.0458410599422909	0.195751573403853
E2F4	XMD14-99	253	EPHB3, CAMK1	-0.0619658550834285	0.0458573706409297	0.195779501321894
ESR2	SNX-2112	328	HSP90	0.183740535055936	0.0458738642323884	0.195792533892666
FOXF2	Epothilone B	201	Microtubules	0.144265868563718	0.0458778761633506	0.195792533892666
PPARA	XL-880	308	MET	0.10718293799842	0.0458699930941686	0.195792533892666
PBX1	CCT018159	1170	HSP90	0.104491324156	0.0459296170642071	0.195936988120867
TCF4	Methotrexate	1008	Dihydrofolate reductase (DHFR)	0.129237819870239	0.0459297853403702	0.195936988120867
YBX1	BMS-708163 (rescreen)	1072	g-secretase	-0.0655071950304491	0.0459186754835256	0.195936988120867
ZNF423	CAL-101	238	PI3Kdelta	0.101409239621652	0.0459350122202834	0.195936988120867
ELK4	AT-7519	219	CDK9	-0.119609122293627	0.0459471242157649	0.195938984475617
GATA3	PIK-93	303	PI4K, PI3K	0.149465309437227	0.0459447632528978	0.195938984475617
CDC5L	Y-39983	309	ROCK	-0.0904554476551896	0.0459709201277132	0.196015623577624
ERG	CAY10603	276	HDAC6	0.107826555027677	0.0459905453455798	0.196074462073155
RUNX1	KIN001-102	228	AKT1	0.114676565295444	0.0460185677103845	0.196169081227738
E2F4	Vinorelbine	140	Microtubules	-0.125838440711098	0.046046043246598	0.196236493030803
TCF12	IOX2	1230	EGLN1	-0.0595310566029458	0.0460434768029331	0.196236493030803
MYC	Genentech Cpd 10	225	AURKA, AURKB	-0.125661113726132	0.0460718702614273	0.196300621132425
PLAG1	BMS-754807	184	IGF1R	-0.128575660870122	0.046072756093449	0.196300621132425
JUND	Embelin	172	XIAP	-0.0959996268987976	0.0461250898140535	0.196448987305995
MYCN	Pazopanib	199	VEGFR, PDGFRA, PDGFRB, KIT	-0.107672182387471	0.0461157759593187	0.196448987305995
NFKB1	BMS-536924 (rescreen)	1091	IGF1R	0.0948407387217616	0.0461237336201752	0.196448987305995
EBF1	BMS-708163	205	g-secretase	0.0546040781616966	0.0461420224609675	0.196496237621645
ESR1	JNK Inhibitor VIII	1043	JNK	0.0843021205868819	0.0461709536244521	0.196544832308492
NFE2L2	Vismodegib	1033	SMO	0.0825006260218025	0.0461705192478805	0.196544832308492
PRDM14	CI-1040	1015	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.104659423962671	0.0461693056623813	0.196544832308492
FOXA1	XMD8-92	1164	MAP2K5 (ERK5)	0.14143003737771	0.0461809194094517	0.196562393161135
TFAP2C	UNC0638	245	G9a(EHMT2), GLP(EHMT1)	0.127527218073047	0.0461983578919283	0.19661175200466
RXRA	BMS-509744	63	ITK	0.159110649646253	0.0462274040652187	0.196710492327088
BATF	AICAR	1001	AAPK1 (AMPK) agonist	0.128555778787556	0.0462523318435646	0.196791684980426
HNF4A	Cetuximab	1114	EGFR	-0.0863057924173876	0.046260614588346	0.196802045755376
PPARG	THZ-2-102-1	346	CDK7	0.176845245194297	0.0462787542392427	0.196854331891015
TCF3	BIRB 0796	1042	p38, JNK2	0.0783318940878454	0.0463074843124813	0.196951647230704
ARNTL	KIN001-102	228	AKT1	-0.085421127547872	0.0463680169993448	0.196993365920305
ATF2	NPK76-II-72-1	257	PLK3	0.101439969498662	0.0463519794716848	0.196993365920305
ATF3	AZD6244 (rescreen)	1498	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.116497851784972	0.0463758264206382	0.196993365920305
CTCF	GSK-1904529A	202	IGF1R	-0.0592620003080285	0.0463401345254379	0.196993365920305
ETS1	AUY922	194	HSP90	-0.135019786451928	0.0463616408260573	0.196993365920305
FOXP3	BMS-708163 (rescreen)	1072	g-secretase	-0.095471551020503	0.0463436407227159	0.196993365920305
PPARG	VX-702	1028	p38	0.0633826716228638	0.0463588091489389	0.196993365920305
RXRA	ZG-10	1161	IRAK1	0.139042018144851	0.0463284166903715	0.196993365920305
SREBF1	XMD15-27	332	CAMK2B, CLK2, DYRK1A, MAST1, STK39	-0.0543575788305105	0.0463735149083536	0.196993365920305
TCF12	GDC0941	1058	PI3K (class 1)	-0.131335474860797	0.0463343890665358	0.196993365920305
FOXA1	GDC0941 (rescreen)	1527	PI3K	-0.127298301574526	0.0463867053461783	0.19701471080586
ATF2	WH-4-023	56	SRC family, ABL	-0.231998384103557	0.0464025327150886	0.197018460593255
ETS1	QL-XII-47	235	BTK, BMX	-0.143428433714747	0.0464213608986038	0.197018460593255
FOXM1	Cisplatin	1005	DNA crosslinker	-0.0831756862078419	0.0464404653377645	0.197018460593255
MYC	PHA-665752	6	MET	-0.120984694743639	0.046427040986297	0.197018460593255
PAX6	(5Z)-7-Oxozeaenol	1242	MAP3K7 (TAK1)	0.100886361138759	0.0464098454965072	0.197018460593255
PPARD	Vinorelbine	140	Microtubules	0.126100958131612	0.0464366130662088	0.197018460593255
RREB1	CI-1040	1015	MAP2K1 (MEK1), MAP2K2 (MEK2)	0.100645482575429	0.046400823055819	0.197018460593255
RXRA	GSK1070916	226	AURKB	0.147716930179517	0.0464437757882123	0.197018460593255
TEAD1	MP470	293	PDGFR	0.133137116600972	0.0464442956656874	0.197018460593255
USF1	BMS-536924	62	IGF1R	-0.214310253644622	0.0464461288470328	0.197018460593255
ATF2	PLX4720 (rescreen)	1371	BRAF	0.0796402886903261	0.0464924442846686	0.197146267581292
GATA2	Temozolomide	1375	DNA akylating agent	0.0602559641703396	0.0464834109465939	0.197146267581292
ZNF423	JQ1	163	BRD4	0.139209108498164	0.046493832292162	0.197146267581292
FLI1	CP724714	255	ERBB2	0.109799687241537	0.0465150159267216	0.197165687457928
PPARA	KIN001-102	228	AKT1	0.100611211216919	0.0465159874733604	0.197165687457928
SP3	THZ-2-102-1	346	CDK7	0.16427544048399	0.04650791707566	0.197165687457928
NRF1	Docetaxel	1007	Microtubules	-0.106967591847087	0.046523684971852	0.197173481643078
FOXD1	Bleomycin (50 uM)	1378	DNA damage	-0.161449195526452	0.0465682882290356	0.197201279175767
GATA6	Nilotinib	1013	ABL	0.0888721780964415	0.0465393331554276	0.197201279175767
HNF1A	QL-X-138	331	MNK2, PRKDC (DNAPK), MTOR, BTK, JAK3	0.122364421071752	0.0465771198386026	0.197201279175767
POU2F1	QS11	151	ARFGAP	0.106507877452332	0.0465424624130339	0.197201279175767
SMAD3	piperlongumine	1243	Increases ROS levels	-0.0799755191692965	0.0465527581777226	0.197201279175767
STAT1	KIN001-102	228	AKT1	0.104899381604404	0.0465737115143597	0.197201279175767
STAT2	Afatinib	1032	ERBB2, EGFR	-0.117964809055209	0.046570309720735	0.197201279175767
TFAP2C	Masitinib	292	KIT	0.114848623395772	0.0465716230972084	0.197201279175767
GLI2	SB-715992	208	KIF11	-0.118772272016174	0.0465875523703962	0.197220638368011
ATF2	FK866	1248	NAMPT	0.207998074808405	0.0466189765132546	0.197328846000954
WT1	PFI-1	1219	BRD2, BRD3, BRD4	-0.0863809919363145	0.0466332831950109	0.197364580725364
NFE2L2	XMD15-27	332	CAMK2B, CLK2, DYRK1A, MAST1, STK39	0.0761371015949361	0.0466771686204391	0.197525475911087
PPARA	MLN4924	1529	NEDD8-activating enzyme	0.143505376196086	0.0467287281504817	0.197693946688178
SMAD3	Parthenolide	89	NFKB1	-0.184811769983582	0.0467272783012788	0.197693946688178
YY1	HG-5-113-01	1142	LOK, LTK, TRCB, ABL(T315I)	-0.107931009466779	0.0467359472450275	0.197699636064781
EBF1	Dabrafenib	1373	BRAF	0.145716035680117	0.046749823071636	0.19773347938619
GATA1	Bexarotene	186	Retinioic acid X family agonist	0.0893088845362412	0.0467644345017606	0.197770425126508
SP3	XL-880	308	MET	0.0949799536620392	0.0467832132617094	0.19782498332992
HSF1	Shikonin	170	unknown	-0.0930227963971241	0.0467910312419035	0.197833185483199
EBF1	SGC0946	1264	Q8TEK3 (DOT1L)	0.0484331110344844	0.0468286362267153	0.19796730966086
REST	XMD14-99	253	EPHB3, CAMK1	0.0800619545751869	0.0468349362240845	0.197969075436017
RARA	ABT-869	277	VEGFR and PDGFR family	0.0630244173467188	0.0468465080466266	0.197993121726638
FOXI1	CAY10603	276	HDAC6	-0.126666284726991	0.0468651699109776	0.198047123726011
CDC5L	Bexarotene	186	Retinioic acid X family agonist	-0.0850420536588014	0.0468729197606168	0.198048909150204
IRF2	17-AAG	1026	HSP90	-0.150665654937477	0.0468793317419172	0.198048909150204
POU5F1	17-AAG	1026	HSP90	0.128140058920116	0.0468832464477692	0.198048909150204
ELF5	QL-VIII-58	1166	MTOR, ATR	-0.139035536508434	0.0469100075393286	0.198137086312262
MITF	Cetuximab	1114	EGFR	0.0943103975567326	0.0469266504414418	0.198182509801321
E2F4	Doxorubicin	133	DNA intercalating	-0.130627811750484	0.0469681772963514	0.198332999612134
TBP	MK-2206	1053	AKT1, AKT2	0.103133703727536	0.0469834458803183	0.1983725845066
TCF12	A-443654	86	AKT1, AKT2, AKT3	-0.203230227966334	0.0470162647773806	0.198486250763014
FOXI1	AZD6244	1062	MAP2K1 (MEK1), MAP2K2 (MEK2)	0.127810644046355	0.0470522099707695	0.198613084982597
CEBPA	AZD6244 (rescreen)	1498	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.116569308003533	0.0470745716489744	0.198632736816228
HNF1A	ZM-447439	1050	AURKB	0.107261973046249	0.047064007245207	0.198632736816228
TCF4	HG-6-64-1	159	BRAFV600E, TAK, MAP4K5	-0.146777690893156	0.0470729278600201	0.198632736816228
FOXA2	Methotrexate	1008	Dihydrofolate reductase (DHFR)	0.136468089610657	0.047091198188719	0.198658680206863
LEF1	AG-014699	1175	PARP1, PARP2	0.0909008883263111	0.0470925256482055	0.198658680206863
PPARA	UNC0638	245	G9a(EHMT2), GLP(EHMT1)	0.0981780146977343	0.0471700051986435	0.198960587161342
PAX6	Gefitinib	1010	EGFR	-0.0846658652566978	0.0471891404373159	0.199016356067402
CDC5L	Masitinib	292	KIT	-0.0833747351725665	0.047195129921703	0.199016676796757
HSF1	Tubastatin A	265	HDAC6	-0.0757246640908429	0.0472154388083494	0.199077373226635
TFAP2A	JNJ-26854165	1133	MDM2	0.0691492836014681	0.0472350446120658	0.199135090369419
YBX1	AV-951	312	VEGFR	-0.0483221938928921	0.0472538183184639	0.199189285509507
CEBPA	VNLG/124	271	HDAC, RAR 	-0.0630336020841101	0.0472846557543177	0.199283546178059
LEF1	T0901317	333	LXR	0.0863133264049114	0.047288022575486	0.199283546178059
ESR2	TL-2-105	211	CRAF	0.104402333757694	0.0472979919328776	0.199300603292976
E2F1	TW 37	1149	BCL2, BCL2L1	-0.0840989394114799	0.0473186800369007	0.199312913221764
REST	SB590885	1061	BRAF	0.109011276110847	0.0473089826261454	0.199312913221764
RXRA	AC220	254	FLT3	0.076909225127301	0.0473144908847503	0.199312913221764
TCF3	SB-715992	208	KIF11	0.131184339490337	0.047358255057697	0.199454645722287
YBX1	Doxorubicin	133	DNA intercalating	-0.124557978180088	0.0473657412044631	0.199461213743269
BACH1	QL-XI-92	329	DDR1	-0.0804681782526408	0.047400622409785	0.199508247523926
ELF1	CAL-101	238	PI3Kdelta	-0.0947671354484665	0.0473988477648064	0.199508247523926
SMAD4	STF-62247	258	stimulates autophagy	0.0870143473286231	0.0473959780958714	0.199508247523926
STAT1	Tamoxifen	1199	ER	0.0608211676997513	0.0473975117426938	0.199508247523926
AR	CCT007093	1067	PPM1D	0.0716323755743816	0.0474324804708831	0.199532692675024
ARNT	AZD-0530	38	SRC, ABL1	-0.137086286206358	0.0474393817652912	0.199532692675024
GLI2	BMS-754807	184	IGF1R	-0.121630139525036	0.047426602117847	0.199532692675024
HNF4A	FMK	231	RSK	0.0673170785303878	0.047442765001112	0.199532692675024
KLF5	Midostaurin	153	KIT	-0.0877574645233599	0.0474374051517849	0.199532692675024
NFYA	MP470	293	PDGFR	-0.117118945563341	0.0474479316439821	0.199532692675024
RREB1	Zibotentan, ZD4054	266	Endothelin A Receptor	-0.0369332961510292	0.0474282130688831	0.199532692675024
MITF	BMS-536924	62	IGF1R	0.250736153915123	0.0474699050172928	0.199600156591328
E2F7	Rapamycin	3	MTOR	-0.237752548954643	0.0474805542418272	0.199619994129756
ARNT	TL-2-105	211	CRAF	0.0795324076191965	0.0475095578234278	0.199716513604128
FOXP3	BAY 61-3606	178	SYK	-0.157858655699116	0.0475272487730043	0.199716513604128
SP3	Nilotinib	1013	ABL	0.0814220095957735	0.0475252132424329	0.199716513604128
ZEB1	JNK Inhibitor VIII	1043	JNK	0.074569156700708	0.0475190805347563	0.199716513604128
AR	LAQ824	200	HDAC	0.120334230445064	0.0475403427229814	0.199730268081435
ELK1	rTRAIL	1261	TR10A (DR4),  TR10B (DR5)	-0.113190027973297	0.0475423912524253	0.199730268081435
NRF1	Pyrimethamine	71	Dihydrofolate reductase (DHFR)	-0.153357204867083	0.0475777907837078	0.19985403754689
STAT3	AV-951	312	VEGFR	0.0604885029796447	0.0475980778664587	0.19991430308195
E2F7	Trametinib	1372	MAP2K1 (MEK1), MAP2K2 (MEK2)	0.145958026405193	0.0476576545556361	0.200099611163873
NFE2	Temsirolimus	1016	MTOR	-0.109982486765258	0.0476482631884246	0.200099611163873
RELA	GW-2580	193	CSF1R (cFMS)	0.0612781764972985	0.0476600351534572	0.200099611163873
NR3C1	CAY10603	276	HDAC6	0.163085935871077	0.0476815895873325	0.200165136280613
AR	PLX4720 (rescreen)	1371	BRAF	-0.105774796902506	0.047711124639213	0.200264143144514
PRDM14	5-Fluorouracil	179	DNA antimetabolite	0.118200060435979	0.0477430541709266	0.200373174725344
ELF1	Olaparib	1017	PARP1, PARP2	-0.0859147209515549	0.0477689468756357	0.200456846271761
PLAG1	Olaparib	1017	PARP1, PARP2	-0.0786693553540183	0.0477860807039732	0.200503745928465
SRF	Doxorubicin	133	DNA intercalating	-0.142639747936232	0.047805802200358	0.200561490034037
ELK1	Axitinib	1021	PDGFR, KIT, VEGFR	-0.101736510211971	0.0478342747567718	0.200608573420792
SRF	MPS-1-IN-1	294	MPS1	0.0976458626134537	0.0478349071966085	0.200608573420792
TCF3	CGP-082996	54	CDK4	0.132001318938372	0.0478281857061442	0.200608573420792
ELK1	MP470	293	PDGFR	-0.122433173100556	0.0478446684065559	0.200624509746155
ATF1	CMK	64	RSK	-0.167195910648321	0.047869563933723	0.200703896124262
VDR	AZD6482 (rescreen)	1066	PI3Kbeta	-0.0971034742076808	0.0478789186675884	0.200718112575696
TEAD1	CEP-701	1024	FLT3, JAK2, NTRK1, RET	-0.127120362991615	0.0478909669876424	0.200718616932641
YY1	AKT inhibitor VIII	171	AKT1, AKT2, AKT3	-0.0843759263119552	0.047889869840627	0.200718616932641
NFKB1	PLX4720 (rescreen)	1371	BRAF	-0.0881138587055886	0.0478970593984132	0.200719155030954
EWSR1-FLI1	Doxorubicin	133	DNA intercalating	0.132552817390963	0.0479222516300707	0.200774726579115
EZH2	AZD6244 (rescreen)	1498	MAP2K1 (MEK1), MAP2K2 (MEK2)	0.103262803854608	0.0479170658123794	0.200774726579115
NFKB1	Pazopanib	199	VEGFR, PDGFRA, PDGFRB, KIT	0.110282944163937	0.0479491519185752	0.200787446537222
NRF1	RO-3306	1052	CDK1	-0.0792145118389424	0.0479451581249593	0.200787446537222
REST	(5Z)-7-Oxozeaenol	1242	MAP3K7 (TAK1)	0.123411655330886	0.0479373293214536	0.200787446537222
SP1	CGP-60474	53	CDK1,CDK2,CDK5,CDK7,CDK9	-0.19198653546662	0.0479443302760306	0.200787446537222
BATF	Nutlin-3a	1047	MDM2	0.132816374723085	0.0479566569211795	0.200793890107277
GABPA	NVP-BEZ235	1057	PI3K (Class 1) and MTORC1/2	-0.0887809820515305	0.0479751822937036	0.200798304325697
GATA2	GSK-1904529A	202	IGF1R	0.0593886245327906	0.0479687415167069	0.200798304325697
ZNF423	CHIR-99021 (rescreen)	1241	GSK3B	-0.0980746465253624	0.0479756103129677	0.200798304325697
PBX1	JW-7-24-1	256	LCK	-0.12747748023101	0.0479885519631532	0.200827495190241
FOXO3	XMD8-85	106	MAP2K5 (ERK5)	0.143847249565455	0.0479951695369798	0.200830216432557
HIF1A	AC220	254	FLT3	0.0697522289806111	0.0480024043240356	0.200835519334338
ATF3	FR-180204	263	ERK	0.0622096832760051	0.048038143067277	0.200910116183572
FOXI1	piperlongumine	1243	Increases ROS levels	-0.0756052423500504	0.0480330457840521	0.200910116183572
NR3C1	GSK-650394	177	SGK3	0.176769408304418	0.0480325490176175	0.200910116183572
E2F7	ATRA	1009	Retinoic acid and retinoid X receptor agonist	-0.0888461813964252	0.0480501973973227	0.200935560810996
ATF3	BMS-708163	205	g-secretase	0.0491645460933686	0.0481055740069766	0.201130363577345
PLAG1	CUDC-101	273	HDAC, EGFR	0.124601034657141	0.0481087335254087	0.201130363577345
TBP	JQ1 (rescreen)	1218	BRD2, BRD3, BRD4	0.0689796149701391	0.0481171536538518	0.201140579582708
NFE2L2	VX-680	32	AURKA, AURKB, AURKC, FLT3, ABL1, JAK2	0.378980128152863	0.0481234907703346	0.201142086671089
ELK4	SB52334	304	ALK5	-0.0846722713323661	0.0481482412717242	0.201210253989135
SOX2	JNJ-26854165	1133	MDM2	0.0667110035776021	0.0481517571127172	0.201210253989135
SP3	STF-62247	258	stimulates autophagy	0.0616141004976265	0.0481661537463028	0.201245425739519
SMAD3	Vismodegib	1033	SMO	0.07351784301679	0.0481740545753645	0.201253451679977
FOXA1	CEP-701	1024	FLT3, JAK2, NTRK1, RET	0.145815881187269	0.0482106382693425	0.201337578395872
GLI2	AZD6244 (rescreen)	1498	MAP2K1 (MEK1), MAP2K2 (MEK2)	0.107644197149564	0.0482276324870553	0.201337578395872
MAX	Tipifarnib	204	Farnesyl-transferase (FNTA)	-0.139303594335246	0.0482300863772849	0.201337578395872
NFYA	CHIR-99021 (rescreen)	1241	GSK3B	0.0838331718541848	0.0482071581271637	0.201337578395872
TBP	LAQ824	200	HDAC	0.0810556600563214	0.0482284492097586	0.201337578395872
ZNF263	AZD6244	1062	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.124475831757409	0.0482130884177295	0.201337578395872
POU2F1	KIN001-266	291	MAP3K8 (COT)	0.080908078957799	0.0482760100127105	0.201504293312386
FOXD1	KIN001-236	286	TIE2	0.0715413876821926	0.0483055320093956	0.201552526627351
MITF	Temsirolimus	1016	MTOR	0.15259433947337	0.0483018912150352	0.201552526627351
RUNX2	JNK-9L	157	JNK	0.0978896557756379	0.0483010009511044	0.201552526627351
NFYA	Bleomycin (50 uM)	1378	DNA damage	0.145180378359081	0.0483121829678096	0.201555289175856
CEBPB	GW-2580	193	CSF1R (cFMS)	0.0578630127108066	0.0483528911111194	0.201622760964691
E2F4	Bexarotene	186	Retinioic acid X family agonist	-0.0834620042762062	0.0483548213628316	0.201622760964691
