effect_size_(reg_coeff)	pval	cancer_type_gdsc1	Drug_name	fdr	TF	Drug_targets	Drug_id
0.737448335665002	0.00132216456861571	large_intestine	LY317615	0.0350373610683163	GATA3	PKCB	229
0.549794489303516	0.00131320590780971	large_intestine	YM201636	0.0267691973515056	TFAP2C	PYKFYVE	310
0.83505177974763	0.00130546247950802	large_intestine	SNX-2112	0.0192193087260903	TP63	HSP90	328
0.783648761907024	0.00136879071427627	large_intestine	BX-912	0.0223727046762787	GATA2	PDK1 (PDPK1)	222
0.513572744637824	0.00138069740148142	large_intestine	KIN001-266	0.0192570953364514	TP63	MAP3K8	291
0.306057643047553	0.00140769650751773	large_intestine	Lenalidomide	0.0286953518840152	ZEB1	CRBN	1020
0.503345816616012	0.00148662978620075	large_intestine	BIX02189	0.0303043764110152	GATA1	ERK5, MEK5	279
0.351174102785402	0.00149710144670059	large_intestine	Temozolomide	0.0223727046762787	GATA2	DNA alkylating agent	1375
0.573967022375744	0.00157524722537526	large_intestine	XMD13-2	0.0223727046762787	GATA2	RIPK1	330
0.417276717180754	0.00157890212258666	large_intestine	STF-62247	0.0380371874986786	PAX5	Autophagy inducer	258
0.336204475865162	0.00155386573005319	large_intestine	XMD15-27	0.0380371874986786	PAX5	CAMK2	332
0.280631654630153	0.00154454980683289	large_intestine	Zibotentan, ZD4054	0.0409305698810715	SP1	Endothelin-1 receptor (EDNRA)	266
0.552857274493091	0.001584624248249	large_intestine	TL-1-85	0.0275076980022965	TFAP2C	TAK	261
0.557335792905481	0.00157057754968232	large_intestine	CCT018159	0.0208101525332908	TP63	HSP90	1170
0.584550344243619	0.00160408071263885	large_intestine	Masitinib	0.0223727046762787	GATA2	KIT, PDGFRA, PDGFRB	292
0.379298887365164	0.00163455447167131	large_intestine	AG-014699	0.0393779031811725	GATA3	PARP1, PARP2	1175
-0.419482814697628	0.00163017103712287	large_intestine	XMD14-99	0.0360377087666679	MAX	ALK, CDK7, LTK, others	253
0.549616794286549	0.00166084214353488	large_intestine	XL-184	0.0275076980022965	TFAP2C	AXL, FLT1, FLT3, FLT4, KIT, MET, RET, TIE2, VEGFR	249
0.587575595242746	0.00163917720913179	large_intestine	JW-7-24-1	0.0275076980022965	TFAP2C	LCK	256
-0.388780983170856	0.00170104046896105	large_intestine	STF-62247	0.0360377087666679	MAX	Autophagy inducer	258
-0.521825236893974	0.00176788759987427	large_intestine	XL-184	0.0360377087666679	MAX	AXL, FLT1, FLT3, FLT4, KIT, MET, RET, TIE2, VEGFR	249
0.239480614010432	0.00187381655883982	large_intestine	EX-527	0.0496561388092552	ESR2	SIRT1	341
0.51883861835115	0.00186163398165324	large_intestine	TL-1-85	0.0395928226325787	GATA3	TAK	261
0.375828435026516	0.0018754773412139	large_intestine	KIN001-236	0.0292353820836284	TFAP2C	Angiopoietin-1 receptor	286
0.384822981291693	0.00192708587717275	large_intestine	STF-62247	0.0243179884500371	TP63	Autophagy inducer	258
0.511689046107441	0.00194228941216424	large_intestine	Masitinib	0.0395928226325787	GATA3	KIT, PDGFRA, PDGFRB	292
0.399132654422806	0.00203318602217669	large_intestine	KIN001-236	0.0261860918187652	GATA2	Angiopoietin-1 receptor	286
0.295350933067616	0.00204558485819995	large_intestine	VNLG/124	0.0301155548568327	TFAP2C	HDAC, RAR	271
0.627272389158195	0.00207520408095095	large_intestine	NG-25	0.0261860918187652	GATA2	MAP4K2, TAK1	260
0.737015711205974	0.00212000249136304	large_intestine	Genentech Cpd 10	0.0468167216842671	PAX5	AURKA, AURKB	225
0.522790483348964	0.00217393969816164	large_intestine	BIX02189	0.0261860918187652	GATA2	ERK5, MEK5	279
0.321075634060129	0.00217191382101242	large_intestine	XMD15-27	0.0302924822404365	TFAP2C	CAMK2	332
0.626352060480771	0.00229927914916777	large_intestine	TW 37	0.0435220696092471	ZEB1	BCL-XL, BCL2, MCL1	1149
0.516231403643877	0.0023803337458817	large_intestine	TL-2-105	0.0450563173327607	GATA1	not defined	211
-0.461426996098385	0.00246648831123636	large_intestine	BIX02189	0.0446384317176135	MAX	ERK5, MEK5	279
-0.506576652580519	0.00254964783898203	large_intestine	TL-1-85	0.0446384317176135	MAX	TAK	261
0.243078472503776	0.0025907618964406	large_intestine	IOX2	0.0436552788414439	ZEB1	EGLN1	1230
0.609591808944656	0.00273031272556624	large_intestine	KIN001-102	0.0455183976351875	GATA1	AKT1, AKT2, AKT3	228
0.266171604699625	0.00271604969573111	large_intestine	EX-527	0.0312936160595106	GATA2	SIRT1	341
0.347161587323349	0.00262033766508178	large_intestine	KIN001-236	0.0442116538984928	GATA3	Angiopoietin-1 receptor	286
0.310782828713172	0.00267771682926656	large_intestine	Lenalidomide	0.0442116538984928	GATA3	CRBN	1020
-0.388580961375444	0.002695150594271	large_intestine	CH5424802	0.0446384317176135	MAX	ALK	281
0.391426332437575	0.00269608851409925	large_intestine	STF-62247	0.0356338025339321	TFAP2C	Autophagy inducer	258
0.401927512025623	0.00268225364686168	large_intestine	XMD14-99	0.0306130816139123	TP63	ALK, CDK7, LTK, others	253
0.40694139241724	0.00263579042061548	large_intestine	KIN001-260	0.0436552788414439	ZEB1	IKKB	290
0.503225434621986	0.00275027073165433	large_intestine	TL-1-85	0.0306130816139123	TP63	TAK	261
0.508257712646619	0.00286738637663543	large_intestine	XMD13-2	0.0455183976351875	GATA1	RIPK1	330
0.49898131736582	0.00283523286520433	large_intestine	XL-184	0.0442116538984928	GATA3	AXL, FLT1, FLT3, FLT4, KIT, MET, RET, TIE2, VEGFR	249
0.235203633647715	0.00291593655915906	large_intestine	EX-527	0.0442116538984928	GATA3	SIRT1	341
0.477610789592102	0.00282381076683991	large_intestine	BIX02189	0.0356338025339321	TFAP2C	ERK5, MEK5	279
0.67223864149861	0.00288802656735022	large_intestine	Genentech Cpd 10	0.0306130816139123	TP63	AURKA, AURKB	225
0.544186448510961	0.00286064528009026	large_intestine	NG-25	0.0306130816139123	TP63	MAP4K2, TAK1	260
0.74957522508156	0.00304240584276284	large_intestine	QL-XII-47	0.0455183976351875	GATA1	BMX, BTK	235
0.283135865120185	0.00307672572508276	large_intestine	KIN001-270	0.0442116538984928	GATA3	CDK9	345
0.407809325687558	0.00316989216630703	large_intestine	QL-XI-92	0.0442116538984928	GATA3	DDR1	329
0.408167757749748	0.00316290829853345	large_intestine	HG-5-113-01	0.0322373345812063	TP63	ABL(T315I), LOK, LTK, TRCB	1142
0.352197615452079	0.00327863238894976	large_intestine	FMK	0.0455183976351875	GATA1	RSK	231
0.55503044040779	0.00325088165619772	large_intestine	TL-1-85	0.0353741357146561	GATA2	TAK	261
0.386173667243205	0.00334743914801953	large_intestine	Tubastatin A	0.0443535687112588	GATA3	HDAC1, HDAC6, HDAC8	265
-0.282043542458771	0.00328388433985651	large_intestine	Ruxolitinib	0.0492641296719347	MAX	JAK1, JAK2	206
-0.418512451164134	0.00334624277016915	large_intestine	KIN001-260	0.0492641296719347	MAX	IKKB	290
0.80368061908459	0.00337127132367801	large_intestine	PHA-793887	0.0330884037323953	TP63	CDK2, CDK5, CDK7	301
0.267778560409599	0.00341443459986254	large_intestine	AV-951	0.0353741357146561	GATA2	VEGFR1, VEGFR2, VEGFR3	312
0.609377090090018	0.00347066991917381	large_intestine	CCT018159	0.0353741357146561	GATA2	HSP90	1170
0.741789942861493	0.00349477074553654	large_intestine	QL-XII-47	0.0402658368507471	TFAP2C	BMX, BTK	235
0.55696663654871	0.00349137781921588	large_intestine	TPCA-1	0.0402658368507471	TFAP2C	IKK2	305
0.328988469687855	0.00352181691411829	large_intestine	SGC0946	0.0493788764511801	ZEB1	DOT1L	1264
1.11290985598224	0.00395065337965778	large_intestine	XMD8-85	0.0455183976351875	GATA1	BET, ERK5	106
0.291114246220241	0.00373513892105724	large_intestine	Ruxolitinib	0.0455183976351875	GATA1	JAK1, JAK2	206
0.6822173509581	0.00391820315857525	large_intestine	Genentech Cpd 10	0.0455183976351875	GATA1	AURKA, AURKB	225
0.706721281622991	0.00369956379108232	large_intestine	LY317615	0.0455183976351875	GATA1	PKCB	229
0.304132722249342	0.0037983393406818	large_intestine	XMD15-27	0.0455183976351875	GATA1	CAMK2	332
0.389547243103724	0.00360217452541129	large_intestine	XMD14-99	0.0454560118682854	GATA3	ALK, CDK7, LTK, others	253
0.525796692179383	0.00394871224263275	large_intestine	NG-25	0.0475640338317127	GATA3	MAP4K2, TAK1	260
0.818196943115477	0.003721370462715	large_intestine	AUY922	0.0337507951105847	TP63	HSP90	194
0.352714692380546	0.00382084472950015	large_intestine	GSK429286A	0.0337507951105847	TP63	ROCK1, ROCK2	230
0.54945775584108	0.00380594208388777	large_intestine	TG101348	0.0337507951105847	TP63	JAK2	306
0.49434696190336	0.00364229648881391	large_intestine	Axitinib	0.0493788764511801	ZEB1	KIT, PDGFR, VEGFR	1021
0.300160835620167	0.00372670765669284	large_intestine	AMG-706	0.0493788764511801	ZEB1	KIT, PDGFR, RET, VEGFR	1029
0.397226665249138	0.00367186188029959	large_intestine	XMD11-85h	0.0493788764511801	ZEB1	BRSK2, FLT4, MARK4, PRKCD, RET, SPRK1	1158
0.626928713289354	0.00422275122334232	large_intestine	KIN001-102	0.0405002595676932	GATA2	AKT1, AKT2, AKT3	228
0.3733222359704	0.00430181776527956	large_intestine	STF-62247	0.0467474474068494	GATA1	Autophagy inducer	258
0.608394167671985	0.00427927270903928	large_intestine	TG101348	0.0405002595676932	GATA2	JAK2	306
0.453141615815145	0.00441013654781598	large_intestine	XL-880	0.0467474474068494	GATA1	TNKS1, TNKS2	308
0.311019169542836	0.00447976365649654	large_intestine	SB-505124	0.038294753837793	TP63	ALK4, ALK5	1194
0.292611222335058	0.00462201605857653	large_intestine	VNLG/124	0.0422356639835441	GATA2	HDAC, RAR	271
0.529130327864357	0.00495351430075187	large_intestine	JW-7-24-1	0.0479494246081184	GATA1	LCK	256
0.736397842443986	0.00502068553797091	large_intestine	SB-715992	0.044349388918743	GATA2	KSP	208
0.394804752919598	0.00512912596411766	large_intestine	AC220	0.0479494246081184	GATA1	FLT3	254
0.511044002729214	0.00517660196972666	large_intestine	TPCA-1	0.0414344034272136	TP63	IKK2	305
0.278328409210966	0.00531378491249118	large_intestine	Lenalidomide	0.0414344034272136	TP63	CRBN	1020
0.268689443203105	0.00540155408815026	large_intestine	KIN001-270	0.0414344034272136	TP63	CDK9	345
0.485785775696153	0.00545939873657295	large_intestine	CP466722	0.0479494246081184	GATA1	ATM	152
0.409896893245872	0.00549751055843808	large_intestine	OSI-930	0.0414344034272136	TP63	KIT	298
0.315712565299309	0.00562882461652713	large_intestine	Olaparib	0.0414344034272136	TP63	PARP1, PARP2	1017
0.6391578584608	0.00584040614793486	large_intestine	BX-912	0.0479494246081184	GATA1	PDK1 (PDPK1)	222
0.793309961989734	0.00588299983563104	large_intestine	GSK-650394	0.0479494246081184	GATA1	SGK2, SGK3	177
0.2299673542099	0.00587308990224882	large_intestine	EX-527	0.0479494246081184	GATA1	SIRT1	341
0.277903125816157	0.00593453996328865	large_intestine	KIN001-270	0.0479494246081184	GATA1	CDK9	345
0.580446640580592	0.00597106042289776	large_intestine	ZSTK474	0.0479494246081184	GATA1	PI3K (class 1)	223
-0.724155025049734	2.33266193804609e-06	leukemia	Nutlin-3a	0.000618155413582214	TP53	MDM2	1047
-0.58742651142326	1.06470955933429e-05	leukemia	JW-7-24-1	0.00282148033223586	PBX1	LCK	256
-0.454386781465607	3.33133263274086e-05	leukemia	SB52334	0.00882803147676328	EWSR1-FLI1	ALK5	304
0.543624228146186	2.04807656821689e-05	leukemia	JW-7-24-1	0.00542740290577476	GABPA	LCK	256
-0.604953952107486	3.81901777247117e-05	leukemia	BMS-536924 (rescreen)	0.0101203970970486	GATA4	IGF1R, IR	1091
-0.362146232338367	2.3295568354245e-05	leukemia	Gefitinib	0.00617332561387492	HLF	EGFR	1010
-0.8945460922692	2.87353752114664e-05	leukemia	Bleomycin (50 uM)	0.0038074372155193	TP53	dsDNA break induction	1378
-0.715118773799694	4.47421226105555e-05	leukemia	Bortezomib	0.0118566624917972	STAT6	Proteasome	104
-0.790510837458596	9.64770887153973e-05	leukemia	GSK269962A	0.0255664285095803	ATF2	ROCK1, ROCK2	127
0.716141417913862	8.36438391595496e-05	leukemia	YM155	0.0221656173772806	ERG	BIRC5	268
0.777209638682124	7.31760565363914e-05	leukemia	YM155	0.0193916549821437	GATA2	BIRC5	268
-0.353663800055574	9.21520830619484e-05	leukemia	Temozolomide	0.0244203020114163	IRF1	DNA alkylating agent	1375
-0.414252624688532	7.16227604154076e-05	leukemia	SB52334	0.00949001575504151	PBX1	ALK5	304
-0.565545606574449	6.93459954297951e-05	leukemia	Nutlin-3a	0.0183766887888957	PRDM14	MDM2	1047
-0.63574117363447	8.15936894037928e-05	leukemia	Bortezomib	0.0216223276920051	SRF	Proteasome	104
0.671691048642164	0.000141653099584863	leukemia	YM155	0.0375380713899887	ESR1	BIRC5	268
0.564992468207106	0.000163132172457907	leukemia	QL-XI-92	0.0216150128506727	GABPA	DDR1	329
0.67773063364506	0.000341423991722613	leukemia	GSK269962A	0.0226193394516231	GABPA	ROCK1, ROCK2	127
0.608191916418679	0.000271358188703831	leukemia	AV-951	0.0226193394516231	GABPA	VEGFR1, VEGFR2, VEGFR3	312
-0.501634802553226	0.000338172424799745	leukemia	Nutlin-3a	0.0448078462859662	NR3C1	MDM2	1047
-0.725237532693967	0.000262575503407272	leukemia	GDC0941	0.0448078462859662	NR3C1	PI3K (class 1)	1058
-0.6275919670338	0.000236235021479464	leukemia	Bexarotene	0.0225428090863042	PRDM14	Retinioic X receptor (RXR) agonist	186
-0.432759808278544	0.000255201612297784	leukemia	AICAR	0.0225428090863042	PRDM14	AMPK agonist	1001
-0.641235302135773	0.000367946232720099	leukemia	MG-132	0.0487528758354131	SRF	CAPN1, Proteasome	9
-0.956698482265843	0.000313749571732199	leukemia	CX-5461	0.0277145455030109	TP53	RNA Polymerase 1	300
0.293086639712621	0.000339289205632213	leukemia	FTI-277	0.0449558197462682	USF1	Farnesyl-transferase (FNTA)	166
0.575485638130472	0.000244185227736928	leukemia	PAC-1	0.0449558197462682	USF1	Procaspase-3, Procaspase-7	175
0.477234415112453	0.000483601286269362	leukemia	GW-2580	0.0256308681722762	GABPA	CSF1R	193
-1.02062948199493	0.000322333683611491	lung	Shikonin	0.036101372564487	BATF	not defined	170
-1.51357021579532	0.000266463363944955	lung	BAY 61-3606	0.036101372564487	BATF	SYK	178
-1.08267292643529	0.00011762455621454	lung	Masitinib	0.026347900592057	EWSR1-FLI1	KIT, PDGFRA, PDGFRB	292
-0.927757917844101	0.0003275754599941	lung	Obatoclax Mesylate	0.0393910340311269	IKZF1	BCL-W, BCL-XL, BCL2, MCL1	182
-0.923520133823762	0.000351705660992204	lung	JW-7-24-1	0.0393910340311269	IKZF1	LCK	256
0.464879892575555	2.58254501634659e-06	lung_NSCLC	EHT 1864	0.000684374429331846	VDR	RAC1, RAC2, RAC3	1069
-0.705670797209498	6.18271979053568e-06	lung_NSCLC	RDEA119 (rescreen)	0.00163842074449196	RELA	MEK1, MEK2	1526
-0.674402500234402	1.24348207043935e-05	lung_NSCLC	RDEA119 (rescreen)	0.00329522748666428	JUN	MEK1, MEK2	1526
-0.937291061223865	1.81163392600923e-05	lung_NSCLC	Trametinib	0.00480082990392445	JUND	MEK1, MEK2	1372
-0.711614445171732	2.63219285355256e-05	lung_NSCLC	AZD6244 (rescreen)	0.00348765553095714	RELA	MEK1, MEK2	1498
0.401176515191053	3.37502298194868e-05	lung_NSCLC	EHT 1864	0.00894381090216399	NFKB1	RAC1, RAC2, RAC3	1069
-0.876938588872023	5.43930384194061e-05	lung_NSCLC	Trametinib	0.0144141551811426	ARNT	MEK1, MEK2	1372
2.81790267498547	5.09300795571543e-05	lung_NSCLC	Erlotinib	0.0134964710826459	EWSR1-FLI1	EGFR	1
-0.908400450811031	8.04327901668589e-05	lung_NSCLC	Trametinib	0.0213146893942176	EBF1	MEK1, MEK2	1372
0.261118785426469	0.000233761064596775	lung_NSCLC	ABT-869	0.0156051482372325	FOXA2	CSF1R, FLT3, KIT, VEGFR1, VEGFR2, VEGFR3	277
0.251451517487849	0.000211340365863369	lung_NSCLC	AV-951	0.0156051482372325	FOXA2	VEGFR1, VEGFR2, VEGFR3	312
0.344002125320142	0.000235549407354453	lung_NSCLC	Nilotinib	0.0156051482372325	FOXA2	ABL	1013
0.588113973585575	0.000160942089168865	lung_NSCLC	Axitinib	0.0156051482372325	FOXA2	KIT, PDGFR, VEGFR	1021
0.346893211840517	0.000188123401813983	lung_NSCLC	EHT 1864	0.0176832749191872	JUN	RAC1, RAC2, RAC3	1069
-0.815305507923903	0.000203514135428029	lung_NSCLC	Trametinib	0.0176832749191872	JUN	MEK1, MEK2	1372
-0.582542376450002	0.000165721610856947	lung_NSCLC	RDEA119 (rescreen)	0.0219581134385455	JUND	MEK1, MEK2	1526
-0.576289762830591	0.000233858087996879	lung_NSCLC	RDEA119 (rescreen)	0.0309861966595865	NFKB1	MEK1, MEK2	1526
-0.551822988624442	0.000142902981002603	lung_NSCLC	VX-11e	0.0378692899656897	NHLH1	ERK2	262
0.381825462861767	9.87833789515847e-05	lung_NSCLC	EHT 1864	0.00872586514072331	RELA	RAC1, RAC2, RAC3	1069
-0.508055737999644	0.000112784174799735	lung_NSCLC	ABT-263	0.0298878063219298	RREB1	BCL-W, BCL-XL, BCL2	1011
0.37091747025487	0.000165573541818441	lung_NSCLC	EHT 1864	0.0438769885818867	SPI1	RAC1, RAC2, RAC3	1069
0.757499062759496	0.000177955210822918	lung_NSCLC	Elesclomol	0.0471581308680732	TP63	HSP90	1031
0.560064092800424	0.00026691735727075	lung_NSCLC	Axitinib	0.0176832749191872	JUN	KIT, PDGFR, VEGFR	1021
-0.607252217087337	0.000278333567223353	lung_NSCLC	CI-1040	0.0320322233927101	ARNT	MEK1, MEK2	1015
-0.457597987280599	0.000320024504080678	lung_NSCLC	NVP-BHG712	0.0424032467906898	NHLH1	EPHB4	295
-0.580391231365279	0.000362628944068416	lung_NSCLC	RDEA119	0.0320322233927101	ARNT	MEK1, MEK2	1014
-0.800135409017539	0.000368744423009946	lung_NSCLC	Trametinib	0.0228052852522422	RELA	MEK1, MEK2	1372
-0.584536516226358	0.000430288400985702	lung_NSCLC	CI-1040	0.0228052852522422	RELA	MEK1, MEK2	1015
-0.573204075558304	0.000509184655727029	lung_NSCLC	RDEA119 (rescreen)	0.048172530654928	VDR	MEK1, MEK2	1526
-0.807918483148888	0.000545349403640694	lung_NSCLC	Trametinib	0.048172530654928	VDR	MEK1, MEK2	1372
-0.578127801682604	0.000705546026033473	lung_NSCLC	RDEA119	0.0311616161498117	RELA	MEK1, MEK2	1014
0.420687346623767	0.00106693100648864	lung_NSCLC	GW 441756	0.047122786119915	FOXA2	NTRK1	1023
0.384671894982279	0.000947981921239901	lung_NSCLC	AMG-706	0.047122786119915	FOXA2	KIT, PDGFR, RET, VEGFR	1029
-1.22751686479216	1.91106436227721e-08	lung_SCLC	Thapsigargin	5.06432056003461e-06	MYC	SERCA	180
-1.10061921045955	1.51741551537472e-07	lung_SCLC	Epothilone B	2.0105755578715e-05	MYC	Microtubule stabiliser	201
1.95290087472186	1.22632909121503e-06	lung_SCLC	FK866	0.000324977209171982	FOXA2	NAMPT	1248
-0.892780354864592	1.61224747914938e-06	lung_SCLC	NVP-BEZ235	0.000179380108673523	GLI2	MTORC1, MTORC2, PI3K (Class 1)	1057
-0.904876376632261	1.31164233676439e-06	lung_SCLC	TW 37	0.000179380108673523	GLI2	BCL-XL, BCL2, MCL1	1149
-0.900307888966119	2.03071821139837e-06	lung_SCLC	Docetaxel	0.000179380108673523	GLI2	Microtubule stabiliser	1007
0.875424340606201	8.39900092164809e-06	lung_SCLC	AICAR	0.00222573524423674	IRF1	AMPK agonist	1001
0.533377585940727	1.41385331772397e-05	lung_SCLC	Nutlin-3a	0.00374671129196853	BATF	MDM2	1047
0.706863960005388	1.02086731461738e-05	lung_SCLC	Docetaxel	0.0021981105937082	CDX2	Microtubule stabiliser	1007
0.832106134559449	1.65895139147789e-05	lung_SCLC	Bleomycin (50 uM)	0.0021981105937082	CDX2	dsDNA break induction	1378
-0.769703398193349	1.7988924870076e-05	lung_SCLC	Docetaxel	0.00476706509057013	CTCF	Microtubule stabiliser	1007
-1.05354444160301	2.01519020781937e-05	lung_SCLC	Vinblastine	0.00115931439687936	GLI2	Microtubule destabiliser	1004
-0.800287491183845	2.18738565448936e-05	lung_SCLC	AZD8055	0.00115931439687936	GLI2	MTORC1, MTORC2	1059
0.677401114436873	1.76422625500192e-05	lung_SCLC	Dabrafenib	0.00467519957575509	NFYA	BRAF	1373
0.611809775728277	2.07436466765522e-05	lung_SCLC	MPS-1-IN-1	0.00346182807017852	POU3F2	MPS1	294
0.681053368126736	2.05472008494195e-05	lung_SCLC	HG-6-64-1	0.00544500822509618	REST	BRAF	159
0.843020053389371	1.51087911582561e-05	lung_SCLC	AICAR	0.00400382965693788	STAT1	AMPK agonist	1001
0.712520528396033	2.23354865681808e-05	lung_SCLC	Docetaxel	0.00591890394056792	ZEB1	Microtubule stabiliser	1007
0.895208276622948	2.91997788237575e-05	lung_SCLC	FH535	0.00773794138829575	ATF1	PPARdelta, PPARgamma	173
0.992254789373806	2.98626156089654e-05	lung_SCLC	Elesclomol	0.00263786437879195	CDX2	HSP90	1031
-0.532369976547103	2.87238102938305e-05	lung_SCLC	CHIR-99021 (rescreen)	0.0076118097278651	ELK1	GSK3A, GSK3B	1241
-0.96244546534718	2.62027233173599e-05	lung_SCLC	Thapsigargin	0.00382927486279732	MYCN	SERCA	180
-0.661693707541429	2.5541211474161e-05	lung_SCLC	PD-0325901	0.00398131382956904	NFE2L2	MEK1, MEK2	1060
1.2817592557491	2.61270043032341e-05	lung_SCLC	THZ-2-102-1	0.00346182807017852	POU3F2	CDK7	346
0.390423881843156	4.46901796241007e-05	lung_SCLC	CHIR-99021	0.00296072440009667	CDX2	GSK3A, GSK3B	154
-0.263377611045373	4.63182741173155e-05	lung_SCLC	IOX2	0.0061371713205443	CTCF	EGLN1	1230
-0.828329831527565	4.7494523904157e-05	lung_SCLC	GDC0941	0.00209767480576693	GLI2	PI3K (class 1)	1058
-1.17335580567324	3.41917653973548e-05	lung_SCLC	THZ-2-49	0.00906081783029903	HSF1	CDK9	344
0.644751105021362	4.05367524002186e-05	lung_SCLC	VX-702	0.00537111969302897	IRF1	p38	1028
-0.756242057603877	3.57056191429191e-05	lung_SCLC	JQ1	0.00168048283215294	MYC	BRD2, BRD3, BRD4, BRDT	163
-0.946345740266903	3.37150820891777e-05	lung_SCLC	Tipifarnib	0.00168048283215294	MYC	Farnesyl-transferase (FNTA)	204
-0.572518095824922	4.02896773407293e-05	lung_SCLC	TG101348	0.00168048283215294	MYC	JAK2	306
-0.718475116538759	4.04899770566401e-05	lung_SCLC	IPA-3	0.00382927486279732	MYCN	PAK1	176
-0.56445206253038	4.335028146563e-05	lung_SCLC	TG101348	0.00382927486279732	MYCN	JAK2	306
-0.392694213520362	4.5071477315876e-05	lung_SCLC	Cetuximab	0.00398131382956904	NFE2L2	EGFR	1114
1.13648737311236	3.73452197786858e-05	lung_SCLC	QL-XII-61	0.00398131382956904	NFE2L2	BMX, BTK	1203
-0.581672474511134	4.68104233261628e-05	lung_SCLC	PD-0325901	0.0124047621814332	NR3C1	MEK1, MEK2	1060
-0.643088135548224	5.02664860310118e-05	lung_SCLC	XMD8-85	0.00168048283215294	MYC	BET, ERK5	106
-0.498301010730233	4.89907138876804e-05	lung_SCLC	KU-55933	0.00168048283215294	MYC	ATM	1030
0.366102297059214	5.42101669137551e-05	lung_SCLC	GW-2580	0.0143656942321451	BACH1	CSF1R	193
0.828706275965247	5.35304866758894e-05	lung_SCLC	ZG-10	0.00709278948455535	FOXA2	JNK1	1161
-0.44857844856323	5.39838330085496e-05	lung_SCLC	Cyclopamine	0.00168048283215294	MYC	SMO	17
-0.93747177342385	5.64863060226427e-05	lung_SCLC	Thapsigargin	0.00719362065300166	YBX1	SERCA	180
0.745975554036374	6.18319137689259e-05	lung_SCLC	Methotrexate	0.00820869540156664	FOXA1	Antimetabolite	1008
1.68828647053477	6.19524181250313e-05	lung_SCLC	FK866	0.00820869540156664	FOXA1	NAMPT	1248
-0.733554782586764	6.25552980903668e-05	lung_SCLC	JQ1	0.00719362065300166	YBX1	BRD2, BRD3, BRD4, BRDT	163
-0.76266211738341	8.86548699594227e-05	lung_SCLC	17-AAG	0.00621057743662212	CTCF	HSP90	1026
-0.913289726589884	8.50118201750356e-05	lung_SCLC	Thapsigargin	0.0225281323463844	ETS1	SERCA	180
-0.431080042573232	8.46397629886433e-05	lung_SCLC	KIN001-055	0.0112147685959952	HSF1	JAK3	288
-1.20498774716397	8.81075707929431e-05	lung_SCLC	Gemcitabine	0.00168048283215294	MYC	Pyrimidine antimetabolite	135
-0.623519942679545	8.479865619558e-05	lung_SCLC	Midostaurin	0.00168048283215294	MYC	c-FGR, FLT1, others, PKC, PPK	153
-0.536605788214768	8.34787179625221e-05	lung_SCLC	PF-562271	0.00168048283215294	MYC	FAK, FAK2	158
-0.768872007637814	6.84176508154378e-05	lung_SCLC	GSK-650394	0.00168048283215294	MYC	SGK2, SGK3	177
-0.854698485851591	8.88873451505318e-05	lung_SCLC	Obatoclax Mesylate	0.00168048283215294	MYC	BCL-W, BCL-XL, BCL2, MCL1	182
-0.416212131822341	8.55056663084374e-05	lung_SCLC	T0901317	0.00168048283215294	MYC	FXR, LXR	333
0.671784254360581	8.09957794239222e-05	lung_SCLC	Docetaxel	0.00715462718244646	POU3F2	Microtubule stabiliser	1007
0.582890086024439	7.23862301193711e-05	lung_SCLC	VX-702	0.0191823509816333	REL	p38	1028
0.425274695374028	7.94077684520461e-05	lung_SCLC	AP-24534	0.0105215293198961	REST	ABL, FGFR1, FLT3, PDGFRA, SRC, TIE2, VEGFR2	155
0.611732301789518	7.0023071167987e-05	lung_SCLC	Temsirolimus	0.0185561138595165	STAT6	MTOR	1016
-0.591683683326458	8.0045770415386e-05	lung_SCLC	RDEA119 (rescreen)	0.0212121291600773	WT1	MEK1, MEK2	1526
-0.667922241210373	8.3292590510577e-05	lung_SCLC	XMD8-85	0.00719362065300166	YBX1	BET, ERK5	106
-0.274308246586365	7.26655326376542e-05	lung_SCLC	AMG-706	0.0192563661489784	YY1	KIT, PDGFR, RET, VEGFR	1029
-1.04749110700297	9.37445650810886e-05	lung_SCLC	Elesclomol	0.00621057743662212	CTCF	HSP90	1031
-0.704529471681356	9.39037397814755e-05	lung_SCLC	Temsirolimus	0.00355492729172729	GLI2	MTOR	1016
1.65744881591884	9.5338477770616e-05	lung_SCLC	FK866	0.0243172331551097	JUN	NAMPT	1248
-0.586721109568282	9.51216697445063e-05	lung_SCLC	XMD13-2	0.00168048283215294	MYC	RIPK1	330
-0.700675336718921	0.000105497915057005	lung_SCLC	IPA-3	0.00174730921813165	MYC	PAK1	176
-0.678227961009232	0.000106836942686618	lung_SCLC	JW-7-24-1	0.00707794745298842	MYCN	LCK	256
0.672386549716803	0.000109570858372659	lung_SCLC	TPCA-1	0.0191332686184172	EWSR1-FLI1	IKK2	305
0.517380823591143	0.000116333871275335	lung_SCLC	Vorinostat	0.0308284758879639	CLOCK	HDAC inhibitor Class I, IIa, IIb, IV	1012
-0.945794158073354	0.00011647443428274	lung_SCLC	Thapsigargin	0.0154328625424631	ELK1	SERCA	180
0.801934442188618	0.000124036891825354	lung_SCLC	Epothilone B	0.00654457982762703	CDX2	Microtubule stabiliser	201
-0.41174053558838	0.000120854323996941	lung_SCLC	CHIR-99021	0.00640527917183786	CTCF	GSK3A, GSK3B	154
