TF	Drug_name	Drug_id	Drug_targets	effect_size_(reg_coeff)	pval	fdr
RELA	JNJ-26854165	1133	MDM2	-0.0792355641002903	0.067090157915076	0.261826429064659
RELA	Afatinib (rescreen)	1377	ERBB2, EGFR	-0.126037156168191	0.0671313144734681	0.261826429064659
REST	SNX-2112	328	HSP90	0.182234631467265	0.0671512065415522	0.261826429064659
RUNX2	FH535	173	unknown 	0.107105623051701	0.067039301287225	0.261826429064659
RUNX2	THZ-2-49	344	CDK9	0.160989130548313	0.0670160420817978	0.261826429064659
TCF3	ABT-869	277	VEGFR and PDGFR family	0.0670791508127958	0.0671064523766382	0.261826429064659
TFAP2A	XMD14-99	253	EPHB3, CAMK1	0.0568152365283914	0.0670666352443817	0.261826429064659
TP53	AS601245	207	JNK 	-0.0904277245765296	0.067101265367688	0.261826429064659
PAX5	JNJ-26854165	1133	MDM2	0.0724983689680888	0.0671705983862918	0.261858738409667
ATF3	TPCA-1	305	IKK	0.106265334916194	0.0672475457598206	0.261920233747734
FOXO3	MG-132	9	Proteasome	0.171709041272523	0.0672261720015843	0.261920233747734
HSF1	681640	1046	WEE1, CHEK1	-0.0804407851715297	0.0672564153928962	0.261920233747734
MITF	CEP-701	1024	FLT3, JAK2, NTRK1, RET	0.131915403271012	0.0672337055884249	0.261920233747734
PPARA	HG-5-113-01	1142	LOK, LTK, TRCB, ABL(T315I)	0.101535918732764	0.0672506403470786	0.261920233747734
RXRA	Elesclomol	1031	HSP70	0.144460842468427	0.0672113303061554	0.261920233747734
SREBF1	Tamoxifen	1199	ER	-0.0458237883092486	0.0672240193223167	0.261920233747734
STAT3	Elesclomol	1031	HSP70	0.154784544066811	0.0672343557791595	0.261920233747734
ZNF263	XMD15-27	332	CAMK2B, CLK2, DYRK1A, MAST1, STK39	-0.0594900652129051	0.0672338359560505	0.261920233747734
JUN	SB-715992	208	KIF11	0.144609279497639	0.0672732165907757	0.261955351655971
NRF1	SL 0101-1	1039	RSK, AURKB, PIM3	-0.0540384302293115	0.0672843319377573	0.261968323850674
REST	Temsirolimus	1016	MTOR	0.152530764418157	0.0673193537668182	0.262044049389575
SP3	Imatinib	34	ABL, KIT, PDGFR	0.0982739552474078	0.0673169450737408	0.262044049389575
MYB	MP470	293	PDGFR	0.114219286009204	0.0673298976518906	0.262054782638415
ZNF263	GDC0941 (rescreen)	1527	PI3K	-0.0976068177902002	0.0673565602040618	0.262128241635951
MAZ	17-AAG	1026	HSP90	-0.114975103413084	0.0673869936119038	0.262216356805252
MAX	Cisplatin	1005	DNA crosslinker	-0.0937115301420779	0.0674314423481051	0.262328654748061
SMAD3	BMS-536924 (rescreen)	1091	IGF1R	-0.0925611805518927	0.0674273534185463	0.262328654748061
SPI1	PFI-1	1219	BRD2, BRD3, BRD4	0.130462634551241	0.0674503727108498	0.262341649553178
TFAP2A	Crizotinib	37	MET, ALK	0.108021612509428	0.0674496934173849	0.262341649553178
EGR1	Elesclomol	1031	HSP70	-0.125185908914025	0.067495205976587	0.26246227010021
WT1	GW 441756	1023	NTRK1	-0.0946712890006511	0.0674969825499129	0.26246227010021
TFAP2C	QL-X-138	331	MNK2, PRKDC (DNAPK), MTOR, BTK, JAK3	0.15072483117898	0.0675117298307553	0.262489286905507
PRDM14	Shikonin	170	unknown	-0.0964911715114194	0.0675342141179105	0.262516051760023
RXRA	Etoposide	134	TOP2	0.160599452683491	0.0675266647615734	0.262516051760023
HLF	PFI-1	1219	BRD2, BRD3, BRD4	0.0789441721084932	0.067545673580677	0.262530274206916
CEBPB	PD-0332991	1054	CDK4, CDK6	-0.123847465815603	0.0675778111766605	0.262624853943477
FOXA1	CMK	64	RSK	0.222124851694769	0.0676359382149062	0.262672433176173
FOXP3	BMN-673	1259	PARP1	-0.1781765880642	0.067615549339667	0.262672433176173
GATA3	AZ628	29	BRAF	0.314899961999516	0.0676433843461875	0.262672433176173
NHLH1	THZ-2-102-1	346	CDK7	-0.165272155896908	0.0676379866843844	0.262672433176173
POU5F1	Shikonin	170	unknown	0.0947220223364839	0.0676205214237485	0.262672433176173
SRF	MPS-1-IN-1	294	MPS1	0.0938321071887338	0.0676446881098765	0.262672433176173
ZNF423	IOX2	1230	EGLN1	-0.0616270502088942	0.067601538156878	0.262672433176173
FOXF2	XMD14-99	253	EPHB3, CAMK1	-0.0573615846003758	0.0676767758611196	0.262766715690584
FOXI1	SB590885	1061	BRAF	0.0858459420780104	0.0676972292283423	0.262785495926166
HSF1	QL-XI-92	329	DDR1	-0.0723015272143636	0.067694862615223	0.262785495926166
ATF1	Doxorubicin	133	DNA intercalating	-0.129865019848795	0.0677925853066959	0.262965904649428
E2F1	CX-5461	300	RNA Pol I	-0.128097237566195	0.0677719604455058	0.262965904649428
MYC	CP466722	152	ATM	-0.0921335438256287	0.0677835997400783	0.262965904649428
SMAD3	Sunitinib	5	PDGFRA, PDGFRB, KDR, KIT, FLT3	-0.218877564449602	0.0677984000785348	0.262965904649428
SP3	VX-680	32	AURKA, AURKB, AURKC, FLT3, ABL1, JAK2	0.215000194323289	0.0677696476619517	0.262965904649428
SREBF2	Cytarabine	1006	DNA synthesis	0.118294139152884	0.0677815096344155	0.262965904649428
VDR	QS11	151	ARFGAP	0.106487201869714	0.0677573704440043	0.262965904649428
CEBPB	Phenformin	196	AAPK1 (AMPK) agonist	0.132165961130706	0.0678269409623593	0.263031131598391
E2F1	GDC0941	1058	PI3K (class 1)	-0.113073928833847	0.0678475437345874	0.263031131598391
PAX5	GW 441756	1023	NTRK1	0.0905578771153572	0.0678542945932917	0.263031131598391
SMAD3	PD-0325901	1060	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.1320804249195	0.0678428435320023	0.263031131598391
STAT1	VX-11e	262	ERK	0.110567339680313	0.0678320773464219	0.263031131598391
AR	RDEA119	1014	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.153806201763919	0.0679094291683406	0.263114894803593
E2F6	Gefitinib	1010	EGFR	0.0786651605175939	0.0679127678021942	0.263114894803593
GATA1	Nutlin-3a	1047	MDM2	0.100145828513637	0.0679067572509462	0.263114894803593
POU3F2	Bosutinib	1019	SRC, ABL, TEC	0.115336191785354	0.0679149930518144	0.263114894803593
VDR	PD-0332991	1054	CDK4, CDK6	-0.11916471297688	0.067912835248627	0.263114894803593
E2F6	XL-184	249	VEGFR, MET, RET, KIT, FLT1, FLT3, FLT4, Tie2,AXL	-0.0919498102535737	0.0680355427564123	0.263399999018412
ESR2	PD-0325901	1060	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.142813981174868	0.0680260654807	0.263399999018412
HNF1A	GSK269962A	127	ROCK1, ROCK2	-0.204016508681386	0.0680323625367747	0.263399999018412
IRF1	PD-173074	1049	FGFR1, FGFR3	0.0869870107992687	0.0680068884521711	0.263399999018412
TCF12	KIN001-135	91	IKKE	-0.080461492719156	0.0679986944238201	0.263399999018412
TEAD1	CHIR-99021 (rescreen)	1241	GSK3B	-0.0886498986703023	0.068025620418309	0.263399999018412
BATF	Axitinib	1021	PDGFR, KIT, VEGFR	0.125998116640686	0.0680971915768664	0.263527636071308
CEBPB	rTRAIL	1261	TR10A (DR4),  TR10B (DR5)	-0.108691859457819	0.0680998321471451	0.263527636071308
NHLH1	AZD6482	156	PI3Kbeta	-0.0987211987223673	0.0680842096911174	0.263527636071308
SREBF1	SB 216763	1025	GSK3A, GSK3B	-0.0630737435070955	0.068092568891509	0.263527636071308
CDC5L	Gefitinib	1010	EGFR	-0.0751715783884722	0.0681495566138656	0.263534730738842
CTCF	QL-XI-92	329	DDR1	-0.0846746314592132	0.0681157888462939	0.263534730738842
ELK1	SL 0101-1	1039	RSK, AURKB, PIM3	-0.0584754926186899	0.0681234653902954	0.263534730738842
GATA3	Thapsigargin	180	sarco-endoplasmic reticulum Ca2+-ATPases	0.209697991873736	0.0681335449264131	0.263534730738842
NFE2	EKB-569	282	EGFR	0.102711408925472	0.0681564788694362	0.263534730738842
STAT1	STF-62247	258	stimulates autophagy	0.0684359049405181	0.0681283680498665	0.263534730738842
WT1	AZ628	29	BRAF	-0.206558570752453	0.0681559653414481	0.263534730738842
ELF1	BI-2536	60	PLK1, PLK2, PLK3	-0.213490485493034	0.0681897966165507	0.263542444319019
NFE2L2	VX-702	1028	p38	0.0753110671487875	0.0681872373698265	0.263542444319019
PRDM14	Midostaurin	153	KIT	-0.0920920987781928	0.0681789083886129	0.263542444319019
REST	GDC0941 (rescreen)	1527	PI3K	0.120946169172894	0.0681786813734124	0.263542444319019
BACH1	JW-7-24-1	256	LCK	-0.0908597859063565	0.0682221996553219	0.26360713311135
EBF1	SGC0946	1264	Q8TEK3 (DOT1L)	0.0453300790441107	0.0682208926337539	0.26360713311135
GATA6	Lenalidomide	1020	TNFA	0.0578217888112193	0.068263967766283	0.263738243046063
NANOG	TG101348	306	JAK2	-0.100731771285411	0.0682770024887427	0.263758324008108
EWSR1-FLI1	QS11	151	ARFGAP	0.101947468298026	0.0683051718686337	0.263836859777214
EWSR1-FLI1	SB590885	1061	BRAF	0.0825250477372589	0.0683289099550146	0.263898263086529
IRF2	JQ1	163	BRD4	0.128116387245957	0.0683454005963832	0.263905580137914
REST	JW-7-52-1	83	MTOR	0.295259425373769	0.0683464874901816	0.263905580137914
FOXO3	PFI-1	1219	BRD2, BRD3, BRD4	0.0713082597553427	0.0683744370057585	0.263971467969438
PAX6	VX-680	32	AURKA, AURKB, AURKC, FLT3, ABL1, JAK2	0.26106507773025	0.0683792380852046	0.263971467969438
AR	XAV 939	1268	TNKS1 (tankyrase-1)	-0.0831267497168901	0.068417706647809	0.26399767576777
E2F7	CGP-60474	53	CDK1,CDK2,CDK5,CDK7,CDK9	-0.13712540924758	0.0684152628287492	0.26399767576777
HSF1	Sorafenib	30	PDGFRA, PDGFRB, KDR, KIT, FLT3	-0.136341898357744	0.0684252481272398	0.26399767576777
POU5F1	Z-LLNle-CHO	45	g-secretase	0.144071964729282	0.0684233815205638	0.26399767576777
RXRA	T0901317	333	LXR	0.0719595942623569	0.0683959302820237	0.26399767576777
MYCN	Camptothecin	1003	TOP1	-0.132058621121733	0.0684419082052272	0.264031685081032
WT1	BMS-536924	62	IGF1R	-0.221010855493864	0.0684580851223517	0.264063822898882
REL	Y-39983	309	ROCK	0.0874282077629915	0.0684815536629875	0.264123975754609
YBX1	S-Trityl-L-cysteine	41	KIF11	-0.17831706572687	0.0684893756176044	0.264123975754609
WT1	Gemcitabine	135	DNA replication	-0.225622397923423	0.0685348422556064	0.264269032551837
AHR	QL-X-138	331	MNK2, PRKDC (DNAPK), MTOR, BTK, JAK3	0.120067749495558	0.0685544172737629	0.264314229963168
TFAP2C	WZ-1-84	59	BMX	-0.196710535400239	0.0685805593988418	0.264384733856589
CREB1	Lapatinib	119	ERBB2, EGFR	0.12535289007354	0.0685978848848289	0.264421236490541
E2F6	Gemcitabine	135	DNA replication	-0.203158604972923	0.0686515694770993	0.264458639084015
EWSR1-FLI1	UNC0638 (rescreen)	1236	G9a(EHMT2), GLP(EHMT1)	0.0810952750324958	0.0686508619487641	0.264458639084015
GLI2	XMD14-99	253	EPHB3, CAMK1	-0.0563617588254656	0.0686237124314726	0.264458639084015
MYC	BMS-708163 (rescreen)	1072	g-secretase	-0.0676260678191361	0.06864945034832	0.264458639084015
SMAD4	FR-180204	263	ERK	0.0755609788373057	0.0686417483836573	0.264458639084015
TCF4	LFM-A13	192	BTK	0.0649608811025539	0.0686625936210406	0.264458639084015
TP53	Phenformin	196	AAPK1 (AMPK) agonist	0.127002991903875	0.0686570757678198	0.264458639084015
MYC	AKT inhibitor VIII	171	AKT1, AKT2, AKT3	-0.0768766475887572	0.0687143973064067	0.264627879774244
IRF2	BMN-673	1259	PARP1	-0.148704960077524	0.0687564434275762	0.264759508415913
TCF3	AZD6482	156	PI3Kbeta	0.101885496731547	0.0687690003304116	0.264777566196088
POU2F1	AZD6244	1062	MAP2K1 (MEK1), MAP2K2 (MEK2)	0.111207826288074	0.0688009735138809	0.264870368749675
GABPA	Etoposide	134	TOP2	-0.132966957025962	0.0688374320775659	0.264919814359117
GABPA	KIN001-055	288	JAK3, MNK1	-0.0647818743983448	0.0688335592793713	0.264919814359117
HNF1A	THZ-2-102-1	346	CDK7	0.171575862146719	0.0688251340127423	0.264919814359117
EWSR1-FLI1	Vorinostat	1012	HDAC inhibitor Class I, IIa, IIb, IV	0.0773737233669957	0.0688596285941227	0.264974937152435
FOXP3	PLX4720	1036	BRAF	-0.124997526064362	0.0688794201014691	0.26499143102953
HSF1	VX-11e	262	ERK	-0.0886108557447045	0.0688796624170652	0.26499143102953
SREBF2	A-770041	55	SRC family	-0.204787978104174	0.068905926511254	0.265062173589696
ESR1	Pyrimethamine	71	Dihydrofolate reductase (DHFR)	0.239824293510086	0.068948467530081	0.265195505682843
NANOG	AMG-706	1029	VEGFR, RET, c-KIT, PDGFR	-0.075737402546347	0.0689652629493815	0.265229793687743
ATF3	(5Z)-7-Oxozeaenol	1242	MAP3K7 (TAK1)	-0.0931240067408891	0.0690296555683956	0.265333405537064
ERG	TAK-715	221	p38a	0.0659960297801772	0.0690066242071793	0.265333405537064
EZH2	AZD-2281	1495	PARP1, PARP2	-0.0667050869052738	0.0690422737145524	0.265333405537064
KLF5	HG-6-64-1	159	BRAFV600E, TAK, MAP4K5	-0.105189283215431	0.0690242484996419	0.265333405537064
NFYA	CMK	64	RSK	-0.147319638785542	0.069047391641468	0.265333405537064
RELA	BMS-509744	63	ITK	0.16505526270089	0.0690377127353729	0.265333405537064
SMAD4	Salubrinal	111	GADD34-PP1C 	0.163357080282769	0.0690438551818462	0.265333405537064
TCF3	Shikonin	170	unknown	0.100329121111162	0.0690789378372492	0.265424323885446
ZEB1	MG-132	9	Proteasome	0.224845679788595	0.0691208369934799	0.265554996462964
BACH1	CGP-60474	53	CDK1,CDK2,CDK5,CDK7,CDK9	-0.146841852532412	0.0691380122661114	0.265590663487727
SMAD3	ZG-10	1161	IRAK1	-0.132327690615711	0.0691603179992082	0.26561969907867
YY1	NVP-BHG712	295	EPHB4	-0.101440737793978	0.0691613556091631	0.26561969907867
SREBF1	PAC-1	175	CASP3 agonist	-0.0715628436822451	0.0691877635396679	0.265690801224044
CREB1	SGC0946	1264	Q8TEK3 (DOT1L)	-0.0382879288026812	0.0691993267786556	0.265704887933332
HNF1A	RDEA119	1014	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.118473478855895	0.0692393043433048	0.265828061564445
AHR	I-BET	275	BRD2, BRD3, BRD4	0.107048035602737	0.0692672818184199	0.26590514082342
RUNX2	Gemcitabine	135	DNA replication	0.239861076595797	0.0692953390089138	0.265982508479128
MAZ	XMD11-85h	1158	BRSK2, FLT4, MARK4, PRKCD, RET, SPRK1	-0.0839473155483217	0.0693133620672681	0.266021347972849
ARNT	KIN001-266	291	MAP3K8 (COT)	0.0739261045299675	0.0693292722593354	0.266052070454724
POU5F1	CX-5461	300	RNA Pol I	-0.127167403255515	0.0694012830227148	0.266298048127861
NFE2L2	VNLG/124	271	HDAC, RAR 	0.0748880470900643	0.0694216904589533	0.266345986365262
FOXA1	XMD8-92	1164	MAP2K5 (ERK5)	0.134551856674453	0.0694309637711799	0.26635120092546
AR	ATRA	1009	Retinoic acid and retinoid X receptor agonist	0.122874681430417	0.0694812978921167	0.266513913900067
ELK1	Cyclopamine	17	SMO	-0.116111782513146	0.0695367645588678	0.266694900328321
JUN	PF-4708671	1129	RPS6KB1 (p70S6KA)	0.0829436547721916	0.0695443305684549	0.266694900328321
TCF12	PHA-665752	6	MET	-0.126475499013902	0.0695659841213668	0.266747544218366
CREB1	NSC-87877	147	PTPN6 (SHP-1), PTPN11 (SHP-2)	-0.0624748965518621	0.06957791302304	0.266762891637094
HSF1	Vorinostat	1012	HDAC inhibitor Class I, IIa, IIb, IV	-0.0708473817459901	0.069592920352428	0.266790036958761
NFE2	QS11	151	ARFGAP	-0.0898891809047935	0.0696122494506029	0.266833742056952
JUND	WZ3105	252	CLK2, CNSK1E, FLT3, ULK1	0.120712596488016	0.0696685829096338	0.267012849600715
RARA	KIN001-102	228	AKT1	-0.0814279547619703	0.0696748431196992	0.267012849600715
ARNTL	KU-55933	1030	ATM	0.0641230320264579	0.0697047811655539	0.267036358580161
ELF1	piperlongumine	1243	Increases ROS levels	-0.0735159734030773	0.0696995552420028	0.267036358580161
REL	Sunitinib	5	PDGFRA, PDGFRB, KDR, KIT, FLT3	0.194070874768469	0.0696923008445437	0.267036358580161
AR	AZD6482	156	PI3Kbeta	-0.128970505911118	0.0697455329688891	0.267106711899816
FOXO3	PD-0325901	1060	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.113308601339705	0.0697548920186447	0.267106711899816
HIF1A	SB590885	1061	BRAF	-0.0788800611463684	0.0697328483994396	0.267106711899816
HNF4A	JQ1 (rescreen)	1218	BRD2, BRD3, BRD4	0.0803730153603775	0.069749259676782	0.267106711899816
FOXO3	JW-7-52-1	83	MTOR	0.228649824196428	0.0697889848279416	0.267146074202045
HNF4A	QL-XII-61	1203	BTK	0.139747343682835	0.0697860403690049	0.267146074202045
SREBF1	5-Fluorouracil	179	DNA antimetabolite	-0.100313532070584	0.0697753494290052	0.267146074202045
JUND	GSK690693	326	AKT	0.129245614607427	0.0698225637639453	0.267244215111518
GATA6	FTI-277	166	Farnesyl transferase (FNTA)	0.0604029824269041	0.0698575599215697	0.267347757466503
HLF	17-AAG	1026	HSP90	-0.131067503999654	0.0698849731429278	0.267391856653619
MEF2A	DMOG	165	Prolyl-4-Hydroxylase	0.0884581099744711	0.0698810567841196	0.267391856653619
TFAP2C	CI-1040	1015	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.135863958688044	0.0699220967268696	0.267503485886416
ATF3	Cytarabine	1006	DNA synthesis	0.126629999883319	0.0699329012607175	0.26751441144913
E2F7	A-770041	55	SRC family	-0.184793731079107	0.0699625641291199	0.267567056336992
PBX1	PD-173074	1049	FGFR1, FGFR3	0.10273919046851	0.0699592758595904	0.267567056336992
TCF3	KIN001-244	287	PDPK1 (PDK1)	0.0855574021611231	0.0699749620691593	0.267584064133343
GATA1	TL-2-105	211	CRAF	0.083351855780465	0.0700043449489941	0.267635604823174
VDR	GSK-650394	177	SGK3	0.126853177869648	0.0699975583921044	0.267635604823174
CREB1	XMD15-27	332	CAMK2B, CLK2, DYRK1A, MAST1, STK39	-0.0539929955115885	0.0700185094802858	0.267655389446446
NRF1	XMD8-92	1164	MAP2K5 (ERK5)	-0.0952637365132499	0.0700254257636594	0.267655389446446
TCF4	PLX4720 (rescreen)	1371	BRAF	0.0933374915402538	0.0700379980207531	0.267673043764302
E2F6	Pazopanib	199	VEGFR, PDGFRA, PDGFRB, KIT	-0.0954354788875543	0.070092593666919	0.267699300937376
ELK4	GDC0941 (rescreen)	1527	PI3K	-0.0855930910388721	0.0700836035285476	0.267699300937376
FOXF2	VX-680	32	AURKA, AURKB, AURKC, FLT3, ABL1, JAK2	0.234981091459856	0.070086990577722	0.267699300937376
FOXF2	PF-562271	158	FAK	0.0768584400962518	0.0700708661629083	0.267699300937376
GABPA	Tamoxifen	1199	ER	-0.0467019839770451	0.0700874619748739	0.267699300937376
NR3C1	ABT-888	1018	PARP1, PARP2	0.0704373343886842	0.070068451513042	0.267699300937376
TFAP2A	BX-912	222	PDPK1 (PDK1)	0.104486991395575	0.0701150985760194	0.267754866966519
NHLH1	Camptothecin	1003	TOP1	-0.128496512054308	0.070150073883589	0.267858036822349
EWSR1-FLI1	Gemcitabine	135	DNA replication	0.201153095801452	0.0701617336531439	0.267872166318384
ATF1	PHA-793887	301	CDK-pan	-0.124063382927656	0.0701988636203523	0.267892363662882
FOXM1	NVP-BEZ235	1057	PI3K (Class 1) and MTORC1/2	-0.0805056024028191	0.0701814243112979	0.267892363662882
GABPA	WH-4-023	56	SRC family, ABL	0.215662485345666	0.0701926349107655	0.267892363662882
HIF1A	ABT-263	1011	BCL2, BCL2L1, BCL2L2	0.116341910343578	0.0701850386970664	0.267892363662882
EGR1	AZD6244	1062	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.10816688739645	0.0702181060571197	0.267935414892558
RXRA	AC220	254	FLT3	0.071202585517241	0.0702528748617211	0.268037694532505
GABPA	SB590885	1061	BRAF	-0.0734355310024511	0.0703225754617463	0.268273212102139
ESR2	GW-2580	193	CSF1R (cFMS)	0.0616451580547136	0.0703735659211307	0.268357803767207
ESR2	T0901317	333	LXR	0.0810926809316523	0.0703766446605071	0.268357803767207
GABPA	PD-173074	1049	FGFR1, FGFR3	-0.0725474970654699	0.0703608563279701	0.268357803767207
GATA2	GSK-650394	177	SGK3	0.130167126649057	0.0703660907161867	0.268357803767207
FOXD1	QL-XI-92	329	DDR1	0.0910562222162804	0.0703970383854281	0.268405157682291
ZNF263	GSK269962A	127	ROCK1, ROCK2	-0.19160096689327	0.0704221125404216	0.268470344081093
IRF2	Nilotinib	1013	ABL	0.093439334900828	0.0704461576482196	0.26853159311936
ESR2	RDEA119	1014	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.1388954343674	0.0704675954234783	0.268552886598869
SPI1	BI-2536	60	PLK1, PLK2, PLK3	0.317653250690561	0.0704717337117602	0.268552886598869
SPI1	QL-VIII-58	1166	MTOR, ATR	-0.256359394274341	0.070475682497139	0.268552886598869
RXRA	FK866	1248	NAMPT	0.217915850206194	0.0704935482552019	0.268560150161741
YBX1	MLN4924	1529	NEDD8-activating enzyme	-0.120113358079726	0.0704911413358526	0.268560150161741
MAX	AZ628	29	BRAF	-0.199192178800165	0.0705165409020254	0.268575520027434
SREBF1	SB52334	304	ALK5	-0.0769305771071877	0.0705295036696617	0.268575520027434
TFAP2A	CX-5461	300	RNA Pol I	0.12416755002736	0.0705235349768955	0.268575520027434
TFAP2C	AR-42	272	HDAC	0.152319418872573	0.0705251222047429	0.268575520027434
PAX6	JNK Inhibitor VIII	1043	JNK	0.0599829898481834	0.0705625629142586	0.26867100971596
YY1	CAY10603	276	HDAC6	-0.115151229614217	0.0705828157090959	0.268717722023713
FOXD1	Vorinostat	1012	HDAC inhibitor Class I, IIa, IIb, IV	0.086433037843761	0.0706064209648731	0.268776127922811
RELA	Dasatinib	51	ABL, SRC, KIT, PDGFR	-0.324835838036372	0.0706141293446292	0.268776127922811
MYCN	BX-912	222	PDPK1 (PDK1)	-0.113845574033756	0.0706261948359442	0.268791652968868
PAX6	KIN001-244	287	PDPK1 (PDK1)	0.0825779356596862	0.0706363555606052	0.268799926095903
E2F6	XMD13-2	330	RIPK	-0.082055762650681	0.0706716681841512	0.268903899687689
MAX	Vorinostat	1012	HDAC inhibitor Class I, IIa, IIb, IV	-0.0821347106801364	0.0706885222327048	0.268937623303378
GATA3	Tipifarnib	204	Farnesyl-transferase (FNTA)	0.173463138331949	0.0707212709992111	0.269017437633573
PBX1	JNK Inhibitor VIII	1043	JNK	0.0756589886484039	0.0707254876892542	0.269017437633573
TBP	Obatoclax Mesylate	182	BCL2, BCL2L1, MCL1	0.108572164754667	0.0707516849162792	0.269086671472186
ESR1	LY317615	229	PRKCB (PKCbeta)	-0.14933082867907	0.0707889270370001	0.269197891461044
HNF4A	Tamoxifen	1199	ER	0.0555136520782843	0.0708159963210342	0.269270405172795
MITF	KIN001-260	290	IKK	0.0835402536361081	0.0708380237047413	0.269323733369077
ESR1	MK-2206	1053	AKT1, AKT2	-0.1432458274145	0.0708505910307863	0.269341086766194
RUNX2	BIRB 0796	1042	p38, JNK2	0.0792489397467587	0.0708656471522443	0.269367896420689
ELK1	GSK429286A	230	ROCK2	-0.0753558211239336	0.0708753394528405	0.269374313866216
BATF	Vorinostat	1012	HDAC inhibitor Class I, IIa, IIb, IV	0.107475549113067	0.0709388385822705	0.269554771647998
YY1	Genentech Cpd 10	225	AURKA, AURKB	-0.114518702394609	0.0709382334360642	0.269554771647998
RUNX1	UNC1215	1262	LMBL3	-0.0434103325184507	0.0709705460229475	0.269644809934782
CDC5L	GSK429286A	230	ROCK2	-0.0726784439284158	0.0710548911766262	0.269877665732322
MYC	Cyclopamine	17	SMO	-0.107037895091364	0.0710435236350248	0.269877665732322
RUNX2	QL-VIII-58	1166	MTOR, ATR	-0.154608379280297	0.071055890537932	0.269877665732322
TFAP2A	NVP-BHG712	295	EPHB4	0.0941468988272514	0.0710718124180536	0.269907678507063
PBX1	Dasatinib	51	ABL, SRC, KIT, PDGFR	-0.308731617388352	0.0710927127969703	0.269956589098729
RXRA	AICAR	1001	AAPK1 (AMPK) agonist	0.0969740998788761	0.0711198598276455	0.270029206058147
E2F7	Epothilone B	201	Microtubules	-0.128087605243968	0.071135975712558	0.270059928099959
NR3C1	Lenalidomide	1020	TNFA	0.0744403752962112	0.0711537168730052	0.270096812695803
CDC5L	Nutlin-3a	1047	MDM2	0.0929776106885595	0.0711618628192287	0.270097270010279
WT1	Dabrafenib	1373	BRAF	-0.132236959933288	0.0711772086990971	0.270125051732985
MITF	Pazopanib	199	VEGFR, PDGFRA, PDGFRB, KIT	0.113202712242922	0.0712456952925513	0.270279911246189
PPARD	SGC0946	1264	Q8TEK3 (DOT1L)	0.038514890568415	0.0712459115367616	0.270279911246189
STAT2	SN-38	1494	TOP1	-0.119451103871625	0.0712445551231397	0.270279911246189
STAT3	THZ-2-49	344	CDK9	0.15956310261548	0.0712501373518405	0.270279911246189
GLI2	Vorinostat	1012	HDAC inhibitor Class I, IIa, IIb, IV	-0.0759969304628376	0.0713019488507008	0.270440629351855
POU2F1	Vinblastine	1004	Microtubules	0.105847880324466	0.0713085765820342	0.270440629351855
CDC5L	XMD8-92	1164	MAP2K5 (ERK5)	-0.0965478398134807	0.0713338772796403	0.270506100264371
HNF4A	HG-6-64-1	159	BRAFV600E, TAK, MAP4K5	0.129687322879858	0.0713458510231715	0.270521024806764
PBX1	FR-180204	263	ERK	0.072446518137136	0.0714097676065669	0.270710583406807
PPARD	ABT-888	1018	PARP1, PARP2	0.0507073760558188	0.0714119316442025	0.270710583406807
HIF1A	WZ-1-84	59	BMX	0.122508321151418	0.0714213074273976	0.270715632556489
ELK1	CX-5461	300	RNA Pol I	-0.131219820628956	0.0714960177493223	0.270968296999262
CDX2	KIN001-055	288	JAK3, MNK1	0.0851177149300026	0.0715395013415676	0.270987978473741
CEBPB	ATRA	1009	Retinoic acid and retinoid X receptor agonist	0.0983313795834738	0.071525578484274	0.270987978473741
MYB	BAY 61-3606	178	SYK	0.10752791947797	0.0715472923155512	0.270987978473741
PPARA	BIX02189	279	MAP2K5 (MEK5)	0.0754493124721214	0.0715331787665955	0.270987978473741
YBX1	SL 0101-1	1039	RSK, AURKB, PIM3	-0.0519289301318291	0.0715322967485839	0.270987978473741
ZEB1	(5Z)-7-Oxozeaenol	1242	MAP3K7 (TAK1)	0.106260168436148	0.0715538727094188	0.270987978473741
ZNF423	SN-38	1494	TOP1	-0.132897208303283	0.0715575743484219	0.270987978473741
TCF3	XMD8-92	1164	MAP2K5 (ERK5)	0.107320157457798	0.0715699456236675	0.271004333929403
ATF4	Temozolomide	1375	DNA akylating agent	-0.0498648478733845	0.0716306605879094	0.271199474813887
BACH1	Y-39983	309	ROCK	-0.0812551247688971	0.0716508873911734	0.271199474813887
CEBPA	A-770041	55	SRC family	0.212309973567988	0.0716551368685748	0.271199474813887
FOXA2	CMK	64	RSK	0.216454688288059	0.0716617717878441	0.271199474813887
MAX	NSC-207895	269	MDM4	-0.10060351609842	0.0716485208551592	0.271199474813887
MITF	TL-1-85	261	MAP3K7 (TAK1)	0.110109716436303	0.0716786710349826	0.271220698004638
NRF1	SGC0946	1264	Q8TEK3 (DOT1L)	-0.0371957647483138	0.0716834975115512	0.271220698004638
